ASSET_ID,RELEASE_YEAR,MPAA_RATING,GENRE,IMDB_RATING,IMDB_RANKING,IMDB_VOTES,Oscar-Nomination,Oscar-Wins,Other - Nominations,Other - Wins,TOMATO_METER,TOMATO_RATING,TOMATO_REVIEWS,TOMATO_FRESH,TOMATO_ROTTEN,TOMATO_USER_METER,TOMATO_USER_RATINGS,TOMATO_USER_REVIEWS,TOMATO_IMAGE,BOX_OFFICE_EARNINGS
204750,2011,R,"Comedy, Thriller",6.2,46,"14,995",0,0,0,0,33,4.8,55,18,37,36,3,14994,rotten,"$94,700,000"
172902,2002,R,"Action, Sci-Fi, Sport",2.9,14,"21,493",0,0,2,0,3,2.6,117,4,113,14,2.1,36746,rotten,"$18,900,000"
198131,2007,PG-13,"Adventure, Comedy",2.3,17,"84,743",0,0,3,1,2,2.3,64,1,63,29,2.4,560170,rotten,"$39,700,000"
195393,2006,PG-13,"Comedy, Drama, Romance",6.8,62,254029,2,0,37,23,75,6.7,187,141,46,76,3.6,570016,certified,"$124,700,000"
185444,2002,R,"Horror, Mystery",5.4,28,"70,668",0,0,1,1,14,3.8,124,17,107,38,2.8,376512,rotten,"$30,100,000"
190961,2002,R,"Drama, Thriller, Crime",7,64,"5,339",0,0,3,1,64,6.4,114,73,41,77,3.6,4790,fresh,"$2,300,000"
173176,2005,R,Drama,7.2,48,"21,125",0,0,0,0,43,5.5,100,43,57,80,3.7,22313,rotten,"$100,000"
181586,2007,PG-13,Horror,6.8,64,193764,0,0,8,4,79,6.6,169,133,36,61,3.4,743904,certified,"$71,900,000"
185525,2006,R,"Crime, Drama, Mystery",7.6,76,252297,0,0,8,6,86,7.3,197,170,27,85,3.7,349506,certified,"$88,400,000"
202216,2012,R,"Action, Crime, Sci-Fi",7.5,84,386213,0,0,37,15,93,8.1,247,230,17,82,4,175659,certified,"$66,300,000"
202854,2002,PG-13,"Biography, Crime, Drama",8,76,433340,2,0,27,13,96,7.9,194,186,8,89,3.6,743989,certified,"$164,400,000"
190005,2009,R,Drama,7.4,79,"78,885",2,2,81,112,91,7.8,219,200,19,81,3.6,140344,certified,"$47,500,000"
197101,2010,R,"Crime, Drama, Thriller",6.3,61,"74,958",0,0,3,0,66,6.5,211,139,72,38,2.8,65716,fresh,"$35,600,000"
203957,2006,R,Comedy,7,33,"64,304",0,0,1,0,18,3.7,62,11,51,85,3.7,225493,rotten,"$5,900,000"
173652,2006,R,"Comedy, Drama",7.4,82,"57,026",1,0,38,23,93,7.9,141,131,10,81,3.7,77570,certified,"$7,100,000"
191075,2007,PG-13,"Drama, Sci-Fi, Thriller",7.2,65,471316,0,0,21,9,70,6.4,207,145,62,68,3.6,1127270,fresh,"$256,300,000"
189985,2009,PG-13,"Drama, Horror, Mystery",5.9,33,"45,395",0,0,2,1,17,4.3,102,17,85,46,3.2,328748,rotten,"$55,300,000"
173234,2011,NOT RATED,Documentary,6.7,63,759,0,0,1,1,60,6.1,47,28,19,55,3.4,489,fresh,"$300,000"
196672,2003,R,"Action, Comedy, Crime",6.5,38,163415,0,0,12,5,23,4.1,176,40,136,78,3.6,500566,rotten,"$138,400,000"
171988,2006,PG,"Biography, Drama, Sport",7.1,63,"46,637",0,0,2,0,71,6.4,132,94,38,73,3.6,87019,fresh,"$57,800,000"
181596,2006,R,"Drama, War",7.1,82,"11,635",1,0,13,9,82,7.2,85,70,15,79,3.7,10172,certified,"$200,000"
172442,2004,PG-13,"Action, Adventure, Drama",6.1,47,"44,165",0,0,2,0,30,4.8,116,35,81,40,3,59000,rotten,"$20,900,000"
172786,2001,R,"Drama, War",8,84,"35,871",1,1,16,31,93,7.8,98,91,7,93,4.1,11832,certified,"$900,000"
174543,2000,PG-13,"Comedy, Crime, Music",7.8,69,205473,2,0,35,7,77,7.1,148,114,34,89,3.7,254542,certified,"$45,200,000"
191713,2007,PG-13,"Comedy, Drama, Romance",7.6,81,379609,1,1,69,99,94,8.1,206,194,12,88,4.1,546924,certified,"$143,400,000"
185403,2006,PG-13,"Biography, Drama",7.4,91,"78,641",1,1,74,92,97,8.4,185,179,6,76,3.5,174671,certified,"$56,200,000"
172534,2003,R,"Drama, Romance",6.9,71,"8,923",0,0,8,4,71,6.9,110,78,32,78,3.8,9034,fresh,"$100,000"
171753,2003,R,"Drama, Romance",6.9,72,"3,427",0,0,12,1,77,7,88,68,20,62,3.3,3073,certified,"$800,000"
198205,2006,PG,"Action, Adventure, Comedy",6.4,48,206622,0,0,8,2,44,5.3,131,57,74,67,3.5,722494,rotten,"$250,800,000"
204225,2011,R,"Comedy, Romance",5.9,45,"97,029",0,0,0,0,34,4.6,171,58,113,41,3,57712,rotten,"$45,000,000"
173764,2004,PG-13,"Mystery, Thriller",6.6,46,134833,0,0,3,0,46,5.5,160,74,86,65,3.3,428399,rotten,"$47,800,000"
195424,2010,R,"Action, Crime, Sci-Fi",6.3,32,"83,055",0,0,2,0,22,4.2,146,32,114,41,3,100296,rotten,"$13,200,000"
204766,2013,R,"Drama, Thriller",6.9,54,"9,307",0,0,3,3,53,6.1,92,49,43,62,3.5,5411,rotten,"$500,000"
202136,2008,PG-13,"Documentary, Sport",7.6,80,"10,783",0,0,5,2,96,7.7,75,72,3,80,3.1,106055,certified,"$200,000"
174352,2006,PG-13,"Drama, Music",6.6,55,"20,564",0,0,6,1,44,5.4,119,52,67,77,3.5,369327,rotten,"$34,700,000"
173244,2004,R,"Crime, Drama, Thriller",7.4,73,123531,0,0,9,2,81,7.1,135,109,26,85,3.7,146763,certified,"$2,300,000"
201714,2012,R,Comedy,6.2,59,"96,257",0,0,10,2,51,5.9,208,107,101,50,3.3,94941,rotten,"$67,500,000"
174266,2004,R,"Biography, Drama, Horror",5.7,63,"39,570",0,0,5,2,72,6.6,191,138,53,32,2.4,55398,fresh,"$30,500,000"
173638,2005,R,"Comedy, Drama, Romance",7.6,94,139919,1,1,55,132,96,8.5,223,215,8,78,3.4,196170,certified,"$71,400,000"
172324,2002,R,"Comedy, Drama, Romance",7.1,63,"63,609",0,0,21,18,75,6.8,146,110,36,83,3.7,59673,certified,"$3,800,000"
171774,2004,PG,"Documentary, Sport",7.2,N/A,288,0,0,0,0,N/A,N/A,N/A,N/A,N/A,88,3.8,28,N/A,"$200,000"
196158,2004,PG-13,"Action, Crime",6.2,44,"48,388",0,0,2,0,25,4.5,134,34,100,60,3.2,229447,rotten,"$45,900,000"
174846,2003,PG-13,Comedy,5.5,39,"28,527",0,0,14,4,34,4.7,148,50,98,49,3.1,378967,rotten,"$132,500,000"
172587,2005,PG-13,"Drama, Sport",8.1,86,424171,4,4,49,79,91,8.4,252,229,23,90,3.8,402542,certified,"$100,400,000"
182591,2005,PG-13,"Crime, Drama, Thriller",7.5,71,"18,582",1,0,13,14,89,7.5,99,88,11,87,3.8,27225,certified,"$1,100,000"
172246,2001,PG-13,Drama,6.4,63,"6,628",0,0,1,1,75,6.5,124,93,31,52,3.1,7837,certified,"$3,200,000"
174088,2005,PG-13,"Biography, Drama, History",6.7,69,"66,248",1,0,16,8,62,6.7,177,109,68,57,2.9,147639,fresh,"$12,500,000"
201876,2009,R,"Biography, Drama, Music",7.2,67,"27,291",0,0,21,5,79,6.9,135,107,28,74,3.6,40905,certified,"$1,400,000"
199327,2012,R,"Crime, Drama, Thriller",6.4,68,"22,301",0,0,25,13,89,7.5,131,116,15,60,3.4,13139,certified,"$300,000"
181152,2004,R,"Action, Horror, Sci-Fi",6.2,35,140784,0,0,3,2,21,3.9,124,26,98,61,3.3,406942,rotten,"$50,700,000"
185540,2005,PG-13,"Action, Adventure, Drama",7.3,81,292086,3,3,70,39,84,7.7,257,215,42,50,2.8,33763936,certified,"$218,100,000"
201724,2005,PG-13,"Comedy, Drama, Romance",6.2,58,"33,302",0,0,0,0,50,5.6,117,58,59,53,3.1,91672,rotten,"$22,700,000"
191743,2009,PG-13,"Drama, Sport",6.9,68,"52,294",0,0,6,0,84,7,179,150,29,74,3.7,113429,certified,"$13,000,000"
172818,2006,R,"Comedy, Drama",6.8,80,"10,931",0,0,12,2,90,7.5,123,111,12,66,3.3,22656,certified,"$1,100,000"
172869,2002,R,"Comedy, Horror, Thriller",4.1,19,"24,669",0,0,1,1,12,3.4,59,7,52,27,2.8,89794,rotten,"$30,300,000"
173567,2003,NC-17,"Drama, Romance",7.2,62,"71,591",0,0,9,0,61,6.2,156,95,61,78,3.7,46254,fresh,"$2,300,000"
195414,2011,R,"Comedy, Drama, Sport",7.2,75,"46,367",0,0,19,7,94,7.8,168,158,10,85,3.9,31267,certified,"$10,200,000"
200226,2007,R,"Biography, Drama, History",6.7,74,"23,328",0,0,18,4,79,7,191,150,41,70,3.5,106519,certified,"$9,100,000"
172660,2001,R,Comedy,7.1,72,"13,292",0,0,1,1,86,7,79,68,11,78,3.7,8473,certified,"$4,500,000"
173828,2004,R,"Thriller, Drama",6.2,45,"4,096",0,0,4,4,24,4.7,106,25,81,36,3,2141,rotten,"$500,000"
191096,2007,PG-13,"Drama, Romance",7.5,69,"73,155",0,0,7,11,74,7.1,143,106,37,85,3.9,54750,certified,"$7,900,000"
172189,2001,PG-13,"Comedy, Mystery, Romance",5.3,27,"11,192",0,0,0,0,10,3.4,89,9,80,56,2.9,46941,rotten,"$9,900,000"
203570,2007,PG-13,"Animation, Action, Adventure",6.3,59,135117,0,0,16,2,71,6.6,194,137,57,50,3.1,338517,certified,"$82,200,000"
188019,2009,N/A,"Comedy, Drama",6.6,66,"1,993",0,0,2,2,74,6.2,27,20,7,69,3.6,849,fresh,NULL
171929,1977,X,"Horror, Mystery",7.5,N/A,"41,068",0,0,2,0,95,8.4,41,39,2,84,3.9,34578,fresh,NULL
174028,1995,PG-13,"Crime, Drama",6.6,N/A,"2,686",0,0,1,0,64,5.6,22,14,8,41,3,1188,fresh,NULL
194835,2010,N/A,"Short, Comedy, Drama",5.9,N/A,11,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
173631,1990,R,"Comedy, Music, Romance",6.2,N/A,"7,930",0,0,10,2,96,6.9,24,23,1,83,2.9,38366,fresh,NULL
173800,2004,R,"Sci-Fi, Horror, Thriller",4.2,N/A,"6,327",0,0,1,1,33,4.7,6,2,4,16,2.5,10458,rotten,NULL
171698,1964,N/A,"Comedy, Musical, Romance",5.3,N/A,908,0,0,0,0,N/A,N/A,N/A,N/A,N/A,39,3.3,381,N/A,NULL
172841,1966,NOT RATED,"Drama, Romance, Western",6.4,N/A,"1,996",0,0,0,0,33,5.1,6,2,4,59,3.4,1881,rotten,NULL
173831,1964,UNRATED,"Adventure, Comedy, Crime",7.1,N/A,"5,939",1,1,4,3,89,7.6,18,16,2,66,3.5,2070,fresh,NULL
186923,1997,R,"Comedy, Drama, Romance",6,N/A,507,0,0,5,3,N/A,N/A,N/A,N/A,N/A,48,3.4,294,N/A,NULL
171767,1995,PG-13,"Comedy, Romance",6.4,N/A,"8,998",0,0,1,1,50,5.4,34,17,17,56,3,9747,rotten,NULL
173885,1992,R,"Drama, Thriller",6.3,N/A,"22,359",0,0,1,1,56,5.3,39,22,17,44,3,38862,rotten,NULL
174640,1986,PG-13,Comedy,7.9,61,220530,0,0,1,1,80,7.7,60,48,12,92,3.8,725813,certified,NULL
185246,1978,PG,"Comedy, Romance, Sport",6.9,N/A,"13,309",1,1,13,8,88,7.1,32,28,4,68,3.3,13026,fresh,NULL
174782,1989,NOT RATED,"Drama, Mystery, Thriller",6.9,N/A,65,0,0,1,1,N/A,N/A,N/A,N/A,N/A,0,3,45,N/A,NULL
174839,1992,R,"Action, Drama, Music",6.1,N/A,"81,389",2,0,18,10,32,4.8,34,11,23,64,3,260107,rotten,NULL
172192,1998,R,"Action, Crime, Drama",7.6,N/A,"12,396",0,0,4,4,88,7.4,25,22,3,89,4,8194,fresh,NULL
180921,1992,PG,"Drama, Romance",6.6,N/A,"1,543",0,0,1,1,62,5.9,13,8,5,55,3.3,803,fresh,NULL
188136,1993,R,"Crime, Thriller",6.7,49,"39,597",0,0,4,4,67,6.2,24,16,8,65,3.3,46588,fresh,NULL
171971,1946,APPROVED,"Drama, Film-Noir",7.5,N/A,"3,608",1,1,3,2,83,6.9,6,5,1,72,3.7,1853,fresh,NULL
174081,2003,N/A,"Drama, Short",7.1,N/A,32,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
185498,1993,PG,"Comedy, Family, Romance",4.7,N/A,"17,288",1,0,4,0,27,4.6,11,3,8,30,2.6,68567,rotten,NULL
192153,2007,N/A,"Crime, Thriller",7.3,N/A,"1,672",0,0,1,2,N/A,N/A,N/A,N/A,N/A,78,3.8,821,N/A,NULL
172053,1973,R,Horror,5.9,N/A,"1,405",0,0,0,0,60,5.6,5,3,2,51,3.1,1170,fresh,NULL
174165,1994,R,"Action, Crime, Drama",6.1,N/A,"21,856",0,0,2,0,28,4.8,18,5,13,40,2.9,31735,rotten,NULL
193403,1966,R,"Drama, Horror, Mystery",7.7,N/A,"10,139",1,0,1,1,90,8.2,31,28,3,88,4,4207,fresh,NULL
202881,1990,PG-13,"Action, Drama, Sport",5.9,60,"55,337",1,0,1,1,38,4.8,58,22,36,61,3,131881,rotten,NULL
173524,1994,UNRATED,"Comedy, Drama, Romance",7.8,N/A,"12,980",1,0,11,6,93,7.5,43,40,3,92,4,13937,certified,NULL
197165,1995,R,"Drama, War",4.7,N/A,575,0,0,0,0,0,4.5,5,0,5,63,3.6,550,rotten,NULL
172476,1965,APPROVED,"Drama, War, Western",7.4,N/A,"5,269",1,0,1,1,N/A,N/A,N/A,N/A,N/A,80,3.7,6066,N/A,NULL
198954,2012,N/A,Fantasy,7.7,N/A,11,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
182582,2004,NC-17,Comedy,5.1,56,"10,311",0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,3.5,32,N/A,NULL
173821,1974,R,Thriller,7.3,N/A,"10,091",0,0,2,2,92,7.7,26,24,2,79,3.7,4970,fresh,NULL
175057,1942,NOT RATED,"Action, Adventure, Drama",6.5,N/A,802,0,0,0,0,N/A,N/A,N/A,N/A,N/A,32,3.1,1059,N/A,NULL
189978,2006,R,"Drama, Thriller",6.4,N/A,"6,657",0,0,0,0,N/A,N/A,N/A,N/A,N/A,56,3.3,3963,N/A,NULL
172339,2010,N/A,Documentary,4.9,N/A,85,0,0,2,2,N/A,N/A,N/A,N/A,N/A,N/A,2,33,N/A,NULL
197925,1976,R,Drama,7.4,N/A,"1,298",0,0,0,0,83,7,12,10,2,85,4,726,fresh,NULL
180363,2007,N/A,"Short, Comedy",5,N/A,25,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
186466,2008,N/A,"Drama, Fantasy, Mystery",6.7,N/A,69,0,0,0,0,N/A,N/A,N/A,N/A,N/A,25,1.8,23,N/A,NULL
202137,2008,R,Documentary,7.7,76,"2,912",0,0,1,1,94,7.4,63,59,4,80,3.9,2261,certified,NULL
202831,2013,N/A,"Short, Drama, Fantasy",7.2,N/A,280,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
182967,2005,NOT RATED,"Horror, Mystery",6.2,N/A,"1,929",0,0,1,1,N/A,N/A,N/A,N/A,N/A,44,3.2,2293,N/A,NULL
174353,1980,PG,"Drama, Romance, Western",6.2,N/A,"9,505",0,0,4,2,77,6.5,13,10,3,81,3.4,32567,fresh,NULL
186648,2007,N/A,"Short, Drama",7.4,N/A,284,1,0,3,3,N/A,N/A,N/A,N/A,N/A,N/A,4.1,119,N/A,NULL
185334,1983,PG,"Action, Comedy, Sci-Fi",4.9,42,"44,827",0,0,5,2,26,4.5,43,11,32,23,2.7,166561,rotten,NULL
174267,1989,R,"Drama, Horror",6.6,N/A,"57,987",0,0,5,1,43,5.2,23,10,13,60,3.2,96939,rotten,NULL
188050,2007,N/A,"Horror, Thriller",4.8,N/A,"1,058",0,0,1,0,N/A,N/A,N/A,N/A,N/A,20,2.8,2674,N/A,NULL
171937,1963,NOT RATED,"Adventure, Drama, Thriller",7,N/A,"12,597",0,0,1,1,100,8.3,18,18,0,63,3.2,31094,fresh,NULL
174046,1981,PG,"Drama, Romance, Thriller",6.9,N/A,"8,733",3,0,4,4,86,6.6,22,19,3,61,3.3,4466,fresh,NULL
173640,2009,N/A,"Action, Thriller",3.9,N/A,"1,941",0,0,1,0,N/A,N/A,N/A,N/A,N/A,19,2.2,527,N/A,NULL
204398,1988,R,"Drama, Thriller",7.3,86,"26,887",0,0,10,23,83,7.6,36,30,6,83,3.6,21398,fresh,NULL
172829,1946,APPROVED,"Drama, Western",7.8,N/A,"15,128",0,0,3,3,100,8.8,27,27,0,85,3.9,7307,fresh,NULL
171716,2004,PG-13,Documentary,7.1,67,"1,222",0,0,2,1,72,6.6,75,54,21,81,3.7,963,fresh,NULL
173839,2003,PG-13,"Drama, Romance, Comedy",6.1,33,"3,604",0,0,0,0,41,5.1,58,24,34,50,3.1,6002,rotten,NULL
171775,1971,R,Drama,7.2,N/A,"3,619",4,0,5,14,92,7.7,12,11,1,71,3.5,2555,fresh,NULL
185583,1992,R,"Action, Comedy, Crime",5.4,N/A,"5,103",0,0,1,1,13,4,23,3,20,51,2.9,8953,rotten,NULL
191107,2006,N/A,Documentary,7.4,N/A,197,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
173477,1964,NOT RATED,"Action, Adventure, Drama",7.4,N/A,650,0,0,1,0,N/A,N/A,N/A,N/A,N/A,72,3.4,1558,N/A,NULL
174648,1967,R,"Action, Drama, Western",8.1,N/A,124346,0,0,1,1,98,8.1,43,42,1,91,3.9,85096,certified,NULL
174769,1997,R,"Comedy, Romance",6,N/A,902,0,0,0,0,N/A,N/A,N/A,N/A,N/A,66,3.4,886,N/A,NULL
173245,1998,R,"Drama, Music, Romance",8.1,58,"36,408",0,0,7,18,54,6.2,35,19,16,92,4.2,20878,rotten,NULL
180732,2008,N/A,Drama,6.4,N/A,"1,072",0,0,3,6,67,5.3,6,4,2,50,3.3,563,fresh,NULL
201715,2001,R,"Comedy, Romance",6.7,42,"31,221",0,0,1,0,32,4.4,66,21,45,78,3.7,38579,rotten,NULL
173714,1985,X,"Action, Crime, Drama",5.9,N/A,"9,236",0,0,0,0,6,2.4,16,1,15,55,3.1,8629,rotten,NULL
198363,2011,N/A,"Drama, Sci-Fi",6,N/A,510,0,0,3,3,N/A,N/A,N/A,N/A,N/A,57,3.3,30,N/A,NULL
181722,2007,N/A,"Comedy, Drama, Family",7.7,N/A,"1,180",0,0,1,1,N/A,N/A,N/A,N/A,N/A,81,3.8,450,N/A,NULL
174847,1983,PG,"Comedy, Drama",6.5,N/A,"2,537",0,0,1,0,75,6.6,12,9,3,68,3.4,1621,fresh,NULL
180954,2004,N/A,"Action, Crime, Drama",6.7,63,"4,058",0,0,8,5,76,6.7,17,13,4,65,3.4,4272,fresh,NULL
188163,2009,N/A,Documentary,7.3,N/A,49,0,0,0,0,63,5.8,30,19,11,31,3.2,131,fresh,NULL
171979,1956,PG,"Drama, History, Horror",6.8,N/A,"1,597",0,0,1,1,N/A,N/A,N/A,N/A,N/A,52,3.3,1495,N/A,NULL
171999,1953,APPROVED,Western,6.6,N/A,431,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
172009,1985,R,"Action, Adventure, Thriller",6.7,N/A,100246,0,0,2,0,69,6,32,22,10,67,3.1,137280,fresh,NULL
192183,2009,N/A,"Documentary, History, Music",7.5,N/A,40,0,0,0,0,N/A,N/A,N/A,N/A,N/A,100,4.4,26,N/A,NULL
182935,2008,N/A,Drama,5.6,N/A,657,0,0,1,5,20,4.1,10,2,8,38,2.8,375,rotten,NULL
174705,1989,R,"Horror, Thriller",5.1,N/A,"26,380",0,0,2,3,33,4.2,30,10,20,33,2.9,217204,rotten,NULL
173894,1998,PG-13,"Comedy, Romance",6.8,59,101654,0,0,7,5,67,6.1,61,41,20,80,3.5,745175,fresh,NULL
193412,1961,UNRATED,"Drama, Romance",7.8,N/A,"12,634",1,1,6,2,85,7.2,13,11,2,90,4.1,8345,fresh,NULL
187635,2001,R,"Sci-Fi, Drama, Thriller",5.9,48,"1,152",0,0,0,0,42,4.9,38,16,22,32,2.9,1336,rotten,NULL
202889,2000,R,"Action, Drama, War",6.4,45,"35,768",0,0,2,1,36,5,96,35,61,55,3.2,49305,rotten,NULL
172142,1977,R,"Drama, Music, Romance",6.8,77,"49,238",1,0,8,7,90,7.5,41,37,4,72,3.2,178482,certified,NULL
174408,1995,R,Drama,6.6,N/A,"4,169",0,0,1,0,45,5.1,29,13,16,75,3.6,10040,rotten,NULL
172459,1979,R,"Drama, Music, Romance",6.9,N/A,"5,729",4,0,5,7,86,7.1,14,12,2,81,3.6,8954,fresh,NULL
181756,1989,R,"Action, Comedy, Crime",7.2,70,116626,1,0,1,1,83,6.6,36,30,6,77,3.3,249872,fresh,NULL
174869,2001,R,"War, Drama, Action",7.3,56,"4,576",0,0,8,8,62,6.2,58,36,22,84,3.8,3635,fresh,NULL
172218,1979,N/A,"Action, Drama, History",7.5,N/A,"1,243",0,0,0,0,N/A,N/A,N/A,N/A,N/A,87,4,733,N/A,NULL
171671,1996,R,"Action, Crime, Horror",7.3,52,197183,0,0,8,4,63,6,46,29,17,77,3.5,271918,fresh,NULL
181015,2006,N/A,"Animation, Short",7.4,N/A,93,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
173375,1993,R,"Horror, Romance",5.9,N/A,"9,389",0,0,3,3,44,4.4,9,4,5,39,2.9,15399,rotten,NULL
181111,2005,N/A,"Comedy, Drama, Romance",7.2,22,"10,926",0,0,8,5,17,3.6,23,4,19,84,4,7962,rotten,NULL
174957,1983,N/A,"Crime, Drama",7.6,N/A,"4,771",0,0,2,3,96,8.2,24,23,1,83,3.9,2847,fresh,NULL
191061,1981,R,"Adventure, Drama, Fantasy",7.4,N/A,"43,672",1,0,9,2,82,7.2,38,31,7,80,3.4,49626,fresh,NULL
182941,2007,N/A,"Documentary, Short",6.6,N/A,17,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
180311,2005,N/A,"Documentary, Short, History",6.4,N/A,41,0,0,0,0,N/A,N/A,1,1,0,100,3.8,101,N/A,NULL
171792,1990,R,"Action, Crime, Drama",5.6,N/A,"8,578",0,0,1,2,70,5.9,20,14,6,36,2.8,8627,fresh,NULL
187651,2009,N/A,"Comedy, Drama",6.6,N/A,149,0,0,1,3,N/A,N/A,N/A,N/A,N/A,75,3.3,49,N/A,NULL
190114,2007,R,"Horror, Mystery, Sci-Fi",4,N/A,"3,044",0,0,0,0,N/A,N/A,N/A,N/A,N/A,9,2,2262,N/A,NULL
173955,1989,PG-13,"Comedy, Romance",5.8,51,"59,291",0,0,2,4,58,5,33,19,14,47,2.9,250255,rotten,NULL
174697,1989,R,"Adventure, Horror, Mystery",5.7,N/A,"11,900",0,0,1,1,14,4.2,22,3,19,25,2.7,8937,rotten,NULL
174421,1995,R,"Comedy, Drama",6,N/A,"2,023",0,0,2,0,33,5.3,12,4,8,56,3.2,4982,rotten,NULL
172750,1968,N/A,Western,7.8,N/A,"8,860",0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
196754,1997,R,"Action, Drama",5.8,62,"56,942",0,0,2,1,55,5.9,31,17,14,53,3,159650,rotten,NULL
172500,1975,R,Horror,4.3,N/A,994,0,0,0,0,N/A,N/A,N/A,N/A,N/A,23,2.5,365,N/A,NULL
182617,2006,N/A,"Drama, Fantasy, Music",6.4,66,"1,174",0,0,4,3,44,5.6,41,18,23,58,3.4,1241,rotten,NULL
173671,1982,N/A,"Documentary, Short",7.7,N/A,33,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
182838,1995,N/A,Short,6.3,N/A,14,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
189946,1999,G,"Documentary, Music",7.6,81,"12,291",1,0,10,20,91,7.5,44,40,4,90,4,8866,certified,NULL
172310,2003,R,"Crime, Drama",6.6,62,873,0,0,1,2,68,6.3,38,26,12,48,3.2,627,fresh,NULL
192207,2010,R,Horror,5,43,"16,603",0,0,2,0,30,4.9,84,25,59,20,2.4,7830,rotten,NULL
172077,1984,R,"Horror, Thriller",5.9,N/A,"26,210",0,0,2,0,25,4.2,24,6,18,50,3.1,64586,rotten,NULL
180429,2006,N/A,Comedy,5.5,N/A,238,0,0,1,1,83,7.1,6,5,1,44,2.9,41,fresh,NULL
186556,2002,N/A,"Documentary, Comedy, Music",8.3,N/A,269,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
191699,1999,R,"Romance, Drama",6.4,55,694,0,0,2,2,36,5.1,14,5,9,56,3.4,131,rotten,NULL
174233,1948,APPROVED,"Comedy, Fantasy, Musical",5.8,N/A,434,1,0,1,0,N/A,N/A,N/A,N/A,N/A,36,3,36,N/A,NULL
172702,1995,PG-13,Drama,7.2,N/A,913,0,0,5,6,70,7,10,7,3,70,3.4,1763,fresh,NULL
195072,1994,N/A,"Biography, Crime, Drama",7.6,N/A,"2,986",0,0,3,3,100,7.6,25,25,0,82,3.7,3343,fresh,NULL
185356,2006,PG,"Action, Adventure, Family",5.1,38,101610,0,0,5,1,N/A,N/A,N/A,N/A,N/A,N/A,3.5,55,N/A,NULL
190543,1989,R,"Drama, History, War",7.1,N/A,"31,119",0,0,2,3,83,7.2,42,35,7,75,3.4,21484,fresh,NULL
172473,1986,PG,"Action, Drama, Romance",6.8,N/A,201161,1,1,5,9,54,5.8,48,26,22,84,3.5,722560,rotten,"$3,000,000"
174895,2004,R,"Crime, Drama",7.7,83,"19,380",3,0,31,43,92,7.9,157,144,13,84,3.8,11423,certified,"$3,600,000"
172236,2002,PG-13,"Comedy, Drama, Romance",4.5,24,"5,128",0,0,1,0,10,3.2,83,8,75,38,2.6,8321,rotten,"$13,400,000"
174971,2006,R,"Drama, Thriller",8.5,89,229142,1,1,27,79,93,8.3,152,142,10,96,4.4,120056,certified,"$11,200,000"
196874,2010,R,Documentary,7.4,68,"1,621",0,0,8,0,91,7.3,67,61,6,83,3.9,2087,certified,"$200,000"
199250,2010,R,"Crime, Drama, Thriller",7.3,83,"42,423",1,0,45,42,96,8,152,146,6,83,3.9,28922,certified,"$1,000,000"
200409,2005,R,"Drama, War",7.1,58,133309,0,0,11,5,61,6.4,196,120,76,68,3.3,391928,fresh,"$62,600,000"
199296,2007,PG-13,"Action, Adventure",6.2,59,338886,0,0,32,3,63,6.2,246,154,92,51,3.3,2261644,fresh,"$336,500,000"
189975,2010,R,"Action, Fantasy, Horror",6.5,57,"99,200",0,0,5,4,67,6.1,141,94,47,49,3.2,208730,fresh,"$30,000,000"
197152,2010,R,"Comedy, Drama",7.1,86,103918,4,0,101,33,93,7.8,209,195,14,73,3.6,62311,certified,"$20,800,000"
185370,2003,R,Thriller,7.1,56,189388,0,0,7,0,71,6.5,188,134,54,64,3.1,410031,fresh,"$46,500,000"
190557,2007,PG-13,"Comedy, Drama, Romance",6.1,63,"6,130",0,0,4,0,56,5.9,81,45,36,81,4.1,72796,rotten,"$49,100,000"
174500,2003,R,"Action, Crime, Drama",6.5,34,"46,940",0,0,1,0,21,4.5,142,30,112,64,3.2,56521,rotten,"$26,500,000"
191065,2006,PG-13,Comedy,6.3,68,"11,679",0,0,8,4,50,5.8,159,80,79,43,3,19687,rotten,"$5,500,000"
