ASSET_ID,RELEASE_YEAR,MPAA_RATING,GENRE,IMDB_RATING,IMDB_RANKING,IMDB_VOTES,Oscar-Nomination,Oscar-Wins,Other - Nominations,Other - Wins,TOMATO_METER,TOMATO_RATING,TOMATO_REVIEWS,TOMATO_FRESH,TOMATO_ROTTEN,TOMATO_USER_METER,TOMATO_USER_RATINGS,TOMATO_USER_REVIEWS,TOMATO_IMAGE,BOX_OFFICE_EARNINGS
173083,1997,R,Drama,8.3,70,529281,2,2,49,22,97,8,70,68,2,94,3.9,359408,certified,NULL
188790,2006,N/A,"Short, Comedy",8.5,N/A,105,0,0,5,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
197600,2009,N/A,Drama,6.8,N/A,575,0,0,7,3,85,6.8,13,11,2,69,3.7,673,fresh,NULL
173115,2005,N/A,"Short, Drama, Horror",7.2,N/A,17,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
182925,2007,N/A,Drama,5.8,N/A,507,0,0,0,0,83,7,6,5,1,52,3.4,326,fresh,NULL
174983,1973,R,"Action, Crime, Mystery",7.2,N/A,"39,847",0,0,0,0,80,6.6,20,16,4,77,3.5,28580,fresh,NULL
173180,1977,PG,"Action, Drama, Thriller",5.5,N/A,"6,447",0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,4.3,417,N/A,NULL
174320,2003,PG-13,"Comedy, Drama, Romance",6.2,N/A,"3,372",0,0,0,0,N/A,N/A,N/A,N/A,N/A,58,3.4,8364,N/A,NULL
172638,1967,NOT RATED,"Action, Drama, Adventure",7.7,N/A,593,0,0,1,0,N/A,N/A,N/A,N/A,N/A,82,3.7,655,N/A,NULL
201452,2010,N/A,Thriller,5.9,N/A,36,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
172947,1973,R,Horror,6,N/A,"2,317",0,0,1,0,86,7.1,7,6,1,45,3.2,1644,fresh,NULL
185309,1999,R,"Action, Sci-Fi, Thriller",5.8,54,"91,709",0,0,3,2,56,5.6,91,51,40,38,2.8,378527,rotten,NULL
171882,1985,R,"Drama, Mystery",7.1,N/A,"1,039",0,0,1,6,80,7.6,10,8,2,44,3,827,fresh,NULL
173528,1966,N/A,Crime,7.1,N/A,"2,101",0,0,0,0,N/A,N/A,N/A,N/A,N/A,75,3.7,1199,N/A,NULL
181623,2006,N/A,"Documentary, Short",6.3,N/A,15,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
180815,2004,R,"Drama, Fantasy, Horror",5.8,N/A,"3,922",0,0,2,0,N/A,N/A,N/A,N/A,N/A,53,3.2,8639,N/A,NULL
188012,2010,N/A,N/A,4.9,N/A,13,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
194829,2008,PG-13,"Biography, Drama",6.9,62,"2,610",0,0,5,13,85,6.8,62,53,9,78,3.8,2055,certified,NULL
173624,2000,R,"Comedy, Drama, Music",7.6,79,133637,0,0,21,4,91,7.7,164,150,14,90,3.7,210504,certified,NULL
173793,1985,UNRATED,"Drama, Horror",7.2,N/A,"45,837",0,0,2,2,82,6.9,34,28,6,75,3.5,64019,fresh,NULL
173825,1999,R,"Drama, Thriller",6.3,N/A,958,0,0,1,1,N/A,N/A,N/A,N/A,N/A,68,3.6,727,N/A,NULL
173878,1984,PG,Drama,7.3,N/A,"7,058",2,2,11,14,96,8,26,25,1,82,3.7,6561,fresh,NULL
191093,1984,R,"Crime, Drama",8.4,N/A,195143,0,0,7,13,89,8.6,46,41,5,94,4.2,73308,certified,NULL
173462,1996,PG-13,"Comedy, Drama, Music",7.8,N/A,"11,729",1,1,12,20,96,7.9,24,23,1,92,4.2,6606,fresh,NULL
174634,1946,N/A,Comedy,7.2,N/A,125,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
185240,1983,R,"Horror, Sci-Fi, Thriller",7.3,69,"40,835",0,0,4,7,90,7.6,40,36,4,76,3.5,35367,fresh,NULL
190063,1999,R,"Horror, Mystery",7,67,"58,908",0,0,1,3,67,6.4,103,69,34,70,3.4,64496,fresh,NULL
172120,1999,R,"Action, Crime, Thriller",4.1,16,"7,519",0,0,3,0,4,3,52,2,50,17,2.4,13675,rotten,NULL
174389,2001,PG,"Drama, Romance",7.8,79,"5,455",0,0,5,13,89,7.6,62,55,7,90,4,3645,certified,NULL
197149,2010,N/A,Drama,7.1,N/A,891,0,0,4,5,100,7.6,8,8,0,72,3.7,239,fresh,NULL
174833,1993,N/A,"Biography, Drama",7.2,N/A,"1,096",0,0,1,2,N/A,N/A,N/A,N/A,N/A,87,4,5057,N/A,NULL
171641,1958,UNRATED,"Horror, Sci-Fi",5.8,N/A,940,0,0,0,0,N/A,N/A,N/A,N/A,N/A,18,2.6,260,N/A,NULL
188078,2009,N/A,"Comedy, Drama",5.8,N/A,802,0,0,4,1,92,7.3,13,12,1,51,3.1,441,fresh,NULL
171965,1936,APPROVED,"Adventure, Family, Musical",7.1,N/A,852,0,0,0,0,N/A,N/A,N/A,N/A,N/A,78,3.9,536,N/A,NULL
174074,2006,R,"Horror, Mystery, Thriller",5.7,N/A,"8,535",0,0,0,0,69,6.5,13,9,4,37,2.9,25230,fresh,NULL
175020,1967,APPROVED,"Adventure, Comedy, Family",6.2,N/A,"5,761",2,2,14,4,32,4.4,19,6,13,58,3.1,73294,rotten,NULL
202068,1997,N/A,Drama,7.6,N/A,"2,731",0,0,7,19,N/A,N/A,N/A,N/A,N/A,92,4.1,1457,N/A,NULL
174107,1972,PG,"Drama, Mystery, Sci-Fi",8.1,90,"47,277",0,0,4,2,96,8.5,48,46,2,90,4.1,25868,certified,NULL
192125,2008,N/A,"Comedy, Romance",5.1,N/A,91,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
186917,1997,N/A,"Drama, Thriller",6.4,N/A,787,0,0,8,1,N/A,N/A,N/A,N/A,N/A,66,3.4,1883,N/A,NULL
173856,2004,R,"Comedy, Crime, Thriller",6.2,56,"78,030",0,0,4,4,55,6.1,187,102,85,43,2.8,65117,rotten,NULL
174593,1956,N/A,N/A,3.7,N/A,11,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
174159,1992,R,"Crime, Drama, Thriller",5.9,N/A,"9,185",0,0,3,0,52,4.4,21,11,10,41,2.9,9541,rotten,NULL
193397,1967,APPROVED,"Comedy, Drama, Romance",8,77,194661,1,1,13,23,89,8.6,62,55,7,90,3.8,181719,certified,NULL
187621,1978,NOT RATED,Documentary,7.5,N/A,"3,777",0,0,0,0,94,8.2,16,15,1,81,3.8,3977,fresh,NULL
202875,1993,PG-13,"Comedy, Music",6.1,N/A,"57,471",0,0,3,0,60,5.8,43,26,17,63,3.1,294315,fresh,NULL
186169,2009,UNRATED,Documentary,7.5,68,847,0,0,2,0,78,6.6,46,36,10,81,3.5,3744,certified,NULL
172409,1971,R,"Action, Crime, Drama",7.8,96,"73,422",5,5,8,19,98,8.7,53,52,1,87,3.9,42706,certified,NULL
172994,2000,G,"Adventure, Family, Fantasy",5.9,N/A,614,0,0,0,0,N/A,N/A,N/A,N/A,N/A,40,3.1,6428,N/A,NULL
197159,1984,R,"Comedy, Crime, Sci-Fi",6.9,75,"23,468",0,0,2,3,98,8,45,44,1,79,3.4,30899,certified,NULL
196385,2002,R,"Action, Crime, Drama",5.5,N/A,"5,628",0,0,1,0,20,4,10,2,8,26,2.8,4210,rotten,NULL
172470,1960,APPROVED,"Crime, Drama",6.7,N/A,766,0,0,0,0,N/A,N/A,N/A,N/A,N/A,33,3.2,73,N/A,NULL
198948,2008,R,"Drama, Mystery, Thriller",6.3,55,"2,025",0,0,0,0,59,5.9,34,20,14,54,3.2,1756,rotten,NULL
181158,2005,PG-13,"Action, Adventure, Sci-Fi",5,35,"43,764",0,0,2,0,13,3.8,138,18,120,40,2.9,76500,rotten,"$31,700,000"
197108,2005,R,"Comedy, Drama, Mystery",7.2,79,"76,590",0,0,11,4,88,7.5,186,163,23,70,3.3,94749,certified,"$13,600,000"
180844,2008,PG-13,"Horror, Mystery",3.9,24,"25,210",0,0,2,0,0,2.5,79,0,79,29,2.7,61675,rotten,"$26,800,000"
171942,2006,R,"Horror, Mystery, Thriller",5.3,36,"29,538",0,0,1,1,16,3.8,104,17,87,28,2.7,83384,rotten,"$6,900,000"
174052,2005,PG-13,"Action, Adventure",8.3,70,847689,1,0,48,21,85,7.7,266,225,41,94,3.9,1107299,certified,"$205,200,000"
173844,2003,R,"Drama, Music, Romance",6.4,73,"5,306",0,0,2,0,71,6.6,129,91,38,49,3,7613,fresh,"$2,200,000"
185906,2007,R,"Crime, Drama, Mystery",6.7,83,"24,329",0,0,8,7,76,7,114,87,27,65,3.5,21706,certified,"$200,000"
174653,2002,PG-13,"Action, Adventure, Drama",7.7,61,"97,172",0,0,0,0,73,6.7,143,105,38,88,3.6,208459,fresh,"$54,100,000"
198200,2011,R,"Drama, Mystery, Sci-Fi",6.7,67,"13,544",0,0,7,1,75,6.9,103,77,26,66,3.5,10408,certified,"$400,000"
185329,2007,R,"Horror, Thriller",5.7,36,"35,984",0,0,1,0,8,3.5,132,11,121,49,3.2,78816,rotten,"$25,100,000"
174857,2000,R,"Drama, Thriller",8.1,83,156085,1,0,18,58,92,7.8,111,102,9,94,4.2,102984,certified,"$4,900,000"
202894,2009,PG-13,"Action, Adventure, Sci-Fi",6,35,296050,1,0,25,13,19,3.9,242,47,195,58,3.5,4079016,rotten,"$402,100,000"
173240,2002,R,"Comedy, Crime, Mystery",7.1,48,"70,846",0,0,1,1,35,5,88,31,57,90,3.7,262002,rotten,"$18,400,000"
201710,2011,R,"Adventure, Comedy, Sci-Fi",7,57,174570,0,0,8,1,71,6.3,197,140,57,61,3.6,328624,fresh,"$37,400,000"
197266,2005,PG,"Adventure, Comedy, Family",6.7,72,284386,1,0,38,14,83,7.2,221,183,38,51,3,32492303,certified,"$206,400,000"
172252,2006,R,"Action, Fantasy, Thriller",6.6,59,"28,462",0,0,8,5,64,5.9,96,61,35,68,3.5,33658,fresh,"$400,000"
190226,2009,NOT RATED,Drama,7.3,81,"43,488",0,0,25,20,91,7.6,141,128,13,79,3.8,13020,certified,"$200,000"
185345,2008,PG-13,"Adventure, Drama, Romance",6.6,53,"96,963",1,0,30,11,55,5.9,207,114,93,65,3.4,260995,rotten,"$49,400,000"
190261,2003,R,"Horror, Thriller",5.8,38,"83,757",0,0,7,2,14,4.1,166,24,142,45,3,397331,rotten,"$59,500,000"
197339,2009,PG-13,"Action, Adventure, Crime",7.6,57,426781,2,0,23,9,70,6.2,230,162,68,77,3.7,767563,fresh,"$208,700,000"
174549,2001,PG,"Animation, Adventure, Family",8.6,94,356264,1,1,22,51,97,8.6,178,173,5,96,4.2,331369,certified,"$9,900,000"
172560,2004,PG-13,"Biography, Drama, Music",6.6,53,"9,390",0,0,12,1,48,5.7,155,74,81,66,3.3,10369,rotten,"$13,100,000"
202212,2011,PG-13,"Comedy, Drama, Romance",5.7,67,"6,953",0,0,2,1,75,6.6,129,97,32,39,2.9,13177,certified,"$1,000,000"
187745,2006,PG-13,"Action, Sci-Fi, Thriller",7,59,223941,0,0,5,1,55,5.9,156,86,70,73,3.6,368476,rotten,"$63,900,000"
173300,2003,PG-13,"Action, Crime, Thriller",7,68,265012,0,0,7,7,73,6.4,179,130,49,80,3.5,566364,fresh,"$106,000,000"
201325,2012,PG-13,"Drama, Romance",8,67,311034,0,0,44,21,85,7.4,151,129,22,89,4.2,134963,certified,"$17,700,000"
204221,2010,PG-13,"Action, Adventure, Fantasy",5.8,39,214326,0,0,11,3,28,4.3,239,67,172,39,3.1,283376,rotten,"$163,200,000"
195420,2008,R,"Drama, History",7.7,80,"84,635",5,0,63,22,92,7.9,247,227,20,88,3.8,108924,certified,"$18,600,000"
172834,2003,R,"Action, Thriller",6.4,56,121106,0,0,4,3,68,6.3,163,111,52,64,3.2,284888,fresh,"$55,800,000"
204762,2010,R,"Crime, Drama, Thriller",6.1,53,"26,893",0,0,5,2,55,5.7,124,68,56,40,2.9,14961,rotten,"$200,000"
202132,2010,R,"Comedy, Drama, Music",6.2,48,"13,796",0,0,2,1,53,5.4,127,67,60,38,2.8,20357,rotten,"$400,000"
173205,2007,R,Horror,5.4,46,"64,614",0,0,5,0,44,5,110,48,62,39,3,700725,rotten,"$17,500,000"
201720,2007,PG-13,"Drama, Romance",6.6,45,"11,204",0,0,1,0,27,4.9,128,35,93,48,3.1,123678,rotten,"$12,400,000"
172848,2000,R,"Biography, Drama, Sport",7.6,74,"70,659",1,0,17,7,83,7,113,94,19,87,3.7,55053,certified,NULL
174563,1999,N/A,Drama,5.5,57,144,0,0,0,0,60,5.6,5,3,2,33,3.1,251,fresh,NULL
173146,2002,R,"Crime, Drama, Romance",7.3,79,"4,238",0,0,2,2,91,7.2,44,40,4,85,3.8,4044,certified,NULL
199915,1989,R,"Action, Crime, Thriller",5.6,N/A,"6,478",0,0,1,0,50,4.8,8,4,4,45,3.2,9570,rotten,NULL
174318,1976,PG,"Comedy, Western",6.2,N/A,"2,849",0,0,1,1,82,6.5,11,9,2,50,3.2,2067,fresh,NULL
172368,1992,R,"Crime, Drama, History",7.4,N/A,"2,699",0,0,0,0,81,7.6,36,29,7,86,3.9,1077,fresh,NULL
181548,2001,N/A,Documentary,7,N/A,121,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,3.5,98,N/A,NULL
180447,2006,NOT RATED,Comedy,6.7,71,"8,438",0,0,6,1,75,6.6,64,48,16,70,3.6,6724,certified,NULL
201694,2007,R,Comedy,5.3,N/A,"44,089",0,0,0,0,N/A,N/A,N/A,N/A,N/A,56,3.4,65687,N/A,NULL
173693,1976,G,Western,5.9,N/A,148,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
172146,1987,R,"Crime, Drama, Romance",6.1,N/A,"6,720",0,0,2,0,76,5.9,25,19,6,43,3,4264,fresh,NULL
174412,1973,R,Comedy,6.8,N/A,"28,882",0,0,0,0,89,7.3,19,17,2,70,3.5,23176,fresh,NULL
204088,1987,PG-13,Comedy,4.8,N/A,"9,880",0,0,0,0,8,3.6,26,2,24,35,2.6,25904,rotten,NULL
173733,1948,APPROVED,"Adventure, Drama, History",6.9,N/A,"1,163",0,0,0,0,N/A,N/A,N/A,N/A,N/A,53,3.6,341,N/A,NULL
191871,1999,R,"Drama, Horror, Mystery",7.4,65,243932,1,1,37,25,67,6.3,126,85,41,80,3.5,605112,fresh,NULL
173314,1955,APPROVED,"Adventure, Drama, Romance",7.3,N/A,"4,321",0,0,0,0,100,7.8,10,10,0,77,3.5,2748,fresh,NULL
173081,1965,NOT RATED,"Action, Adventure, Drama",7.6,N/A,686,0,0,1,0,N/A,N/A,N/A,N/A,N/A,70,3.5,872,N/A,NULL
197082,1980,R,"Comedy, Crime",6.1,N/A,"8,240",0,0,0,0,N/A,N/A,N/A,N/A,N/A,73,3.2,31486,N/A,NULL
173378,1981,PG,"Action, Adventure, Fantasy",6.7,N/A,"10,077",2,0,5,0,86,6.7,28,24,4,62,3.3,24227,fresh,NULL
173113,2001,G,"Drama, Comedy, Romance",6.7,N/A,104,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
182923,2009,N/A,"Comedy, Drama, War",7.9,N/A,"6,625",0,0,13,13,89,6.9,18,16,2,82,3.8,2113,fresh,NULL
173419,1995,R,Drama,7.2,N/A,"13,267",0,0,10,15,97,8.3,31,30,1,84,3.7,7741,fresh,NULL
200920,2012,N/A,Drama,5.9,N/A,236,0,0,4,1,N/A,N/A,N/A,N/A,N/A,45,3,68,N/A,NULL
174616,1947,NOT RATED,"Drama, Fantasy, Mystery",7.9,N/A,"10,979",0,0,0,0,100,8.2,15,15,0,88,4,8727,fresh,NULL
172636,1965,APPROVED,"Drama, Adventure, Action",7.5,N/A,745,0,0,0,0,N/A,N/A,N/A,N/A,N/A,73,3.8,870,N/A,NULL
201450,2012,R,Comedy,3.2,N/A,137,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,4,12,N/A,NULL
172945,2004,R,"Horror, Mystery, Thriller",5.6,N/A,"22,117",0,0,0,0,43,4.1,14,6,8,39,2.9,31650,rotten,NULL
190117,2008,R,N/A,6.3,N/A,18,0,0,23,8,N/A,N/A,N/A,N/A,N/A,N/A,3.4,13,N/A,NULL
172432,1953,APPROVED,"Comedy, Sport",6.6,N/A,289,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
174700,1981,R,"Comedy, Horror",7.6,60,"57,571",1,1,3,2,89,7.8,46,41,5,85,3.4,114093,certified,NULL
171902,2008,N/A,N/A,6.7,N/A,187,0,0,1,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
174004,2005,N/A,"Short, Action",6.4,N/A,260,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
173602,1992,R,"Horror, Mystery, Thriller",7.2,28,"49,587",0,0,6,3,62,6.4,63,39,24,78,3.6,41728,fresh,NULL
204289,1993,R,"Crime, Drama, Fantasy",6.2,N/A,"15,244",0,0,5,1,26,4,23,6,17,44,3,16922,rotten,NULL
173774,1942,APPROVED,"Action, Drama, War",7,N/A,"1,263",4,0,4,4,83,7.2,6,5,1,61,3.5,174,fresh,NULL
191970,2008,N/A,"Drama, Romance",4.9,N/A,97,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,3.3,42,N/A,NULL
173674,1991,R,Drama,6.7,N/A,"3,776",2,0,10,7,100,7.2,18,18,0,51,3,2555,fresh,NULL
173388,1982,R,"Horror, Thriller",5.7,N/A,"28,425",0,0,2,0,12,3.6,25,3,22,43,3,64985,rotten,NULL
205129,1998,R,"Crime, Drama",7.4,54,113709,0,0,1,1,65,6.2,79,51,28,88,3.7,77310,fresh,NULL
186958,2005,N/A,Drama,6.5,N/A,258,0,0,8,2,N/A,N/A,N/A,N/A,N/A,33,2.4,50,N/A,NULL
173440,1999,PG-13,"Comedy, Drama, Romance",7,66,183192,0,0,17,12,83,7.1,98,81,17,79,3.3,507177,certified,NULL
174709,1972,PG,"Action, Sci-Fi",6.1,N/A,"21,562",0,0,0,0,44,5.5,18,8,10,47,3,18507,rotten,NULL
172064,1957,APPROVED,Horror,7.2,N/A,"5,668",0,0,0,0,85,7.1,13,11,2,77,3.6,3680,fresh,NULL
173897,1995,PG,"Comedy, Drama, Romance",6.6,67,"65,299",0,0,5,3,80,6.5,56,45,11,80,3.2,215816,certified,NULL
187638,2002,PG,Comedy,5.9,N/A,671,0,0,1,0,30,5,10,3,7,58,3.6,546,rotten,NULL
187743,1990,PG-13,"Comedy, Horror, Sci-Fi",6.3,N/A,"46,449",0,0,5,2,91,6.8,35,32,3,53,2.8,225204,fresh,NULL
191717,1987,R,"Crime, Drama",6.3,N/A,"13,395",0,0,0,0,54,5.2,24,13,11,63,3.4,12215,rotten,NULL
174250,1942,APPROVED,Musical,7,N/A,406,0,0,0,0,N/A,N/A,N/A,N/A,N/A,64,3.7,198,N/A,NULL
172732,2000,N/A,"Animation, Short",7.2,N/A,202,0,0,1,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
201777,2013,N/A,Comedy,5.4,N/A,29,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,NULL
197257,1988,PG,"Comedy, Fantasy",7.4,67,168438,1,1,10,7,81,7,43,35,8,82,3.5,914145,certified,NULL
172487,1997,R,"Horror, Sci-Fi",5.9,55,"34,304",0,0,6,3,61,6.5,36,22,14,37,2.7,45669,fresh,NULL
199012,2011,N/A,"Comedy, Drama",5.8,N/A,106,0,0,4,0,N/A,N/A,N/A,N/A,N/A,N/A,0,2,N/A,NULL
174910,1967,N/A,"Comedy, Western",5.7,N/A,562,0,0,0,0,N/A,N/A,N/A,N/A,N/A,52,3.6,236,N/A,NULL
172250,2002,R,"Crime, Drama, Thriller",5.9,56,491,0,0,1,0,48,5.3,25,12,13,30,3,1731,rotten,NULL
172538,2009,N/A,"Adventure, Horror",5.6,N/A,"5,260",0,0,1,0,60,6.2,5,3,2,32,2.9,905,fresh,NULL
172296,1995,PG-13,"Comedy, Drama, Romance",6.8,67,"40,833",1,0,9,1,90,7,51,46,5,77,3.3,54588,certified,NULL
172873,1984,PG,"Action, Drama, Family",7.2,N/A,111721,1,0,2,2,90,6.9,42,38,4,81,3.3,315025,certified,NULL
172352,1997,R,"Drama, Romance",6.7,66,"5,381",1,0,7,10,66,6.7,32,21,11,65,3.4,5335,fresh,NULL
174176,1991,R,"Action, Comedy, Crime",5.4,N/A,"26,060",0,0,1,0,14,3.8,14,2,12,42,2.7,48625,rotten,NULL
186523,1973,PG,Drama,7.1,N/A,474,0,0,0,0,N/A,N/A,N/A,N/A,N/A,83,4,353,N/A,NULL
171827,1998,R,"Comedy, Drama",6.6,N/A,"1,621",0,0,1,0,50,5.3,8,4,4,69,3.2,1341,rotten,NULL
186693,2009,N/A,Documentary,7,N/A,26,0,0,2,0,N/A,N/A,N/A,N/A,N/A,100,0,7,N/A,NULL
172971,2000,R,"Crime, Horror, Mystery",5.6,N/A,"9,854",0,0,2,1,N/A,N/A,N/A,N/A,N/A,36,2.9,21613,N/A,NULL
173021,1986,PG-13,"Comedy, Drama",8,90,"47,940",3,3,20,27,93,8.5,54,50,4,91,3.9,30374,certified,NULL
174450,2005,R,"Comedy, Drama",6.7,53,"2,061",0,0,1,1,55,5.7,20,11,9,61,3.1,4412,rotten,NULL
172779,2009,N/A,"Crime, Thriller",5.7,N/A,616,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
197337,1983,PG,"Adventure, Drama, History",7.9,N/A,"42,398",4,4,11,11,98,8.9,40,39,1,91,4,21983,certified,NULL
196905,2009,N/A,Drama,6.6,N/A,69,0,0,4,5,N/A,N/A,N/A,N/A,N/A,100,4.5,30,N/A,NULL
172528,2001,N/A,"Animation, Family, Fantasy",5.5,N/A,360,0,0,1,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
172832,1950,APPROVED,Western,6.3,N/A,426,0,0,0,0,N/A,N/A,N/A,N/A,N/A,60,3.4,67,N/A,NULL
204760,2012,N/A,"Short, Action, Drama",7.3,N/A,36,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
199494,2011,TV-14,Drama,6.5,N/A,"2,826",0,0,24,6,N/A,N/A,N/A,N/A,N/A,62,3.4,516,N/A,NULL
173140,1995,R,Drama,6.4,46,"9,920",0,0,4,0,75,6.5,28,21,7,54,3.2,7386,fresh,NULL
199891,1999,PG,"Drama, Comedy, War",6.9,53,"8,869",0,0,2,4,65,6.3,34,22,12,77,3.5,7586,fresh,NULL
174302,1975,R,"Action, Sci-Fi, Sport",6.6,N/A,"15,745",0,0,5,4,67,6,27,18,9,62,3.2,12077,fresh,NULL
198009,2010,N/A,Drama,5.4,N/A,154,0,0,3,0,N/A,N/A,N/A,N/A,N/A,31,3.1,138,N/A,NULL
181411,2005,UNRATED,Drama,6.7,N/A,348,0,0,1,1,83,5.9,6,5,1,76,3.6,216,fresh,NULL
174750,1965,UNRATED,"Comedy, Musical, Romance",5.5,N/A,"1,728",0,0,0,0,80,6.1,10,8,2,53,2.9,7252,fresh,NULL
174772,1989,R,"Action, Crime, Drama",6.1,N/A,"3,190",0,0,1,1,88,6.5,16,14,2,48,3.1,6170,fresh,NULL
173248,2006,N/A,"Drama, Romance",7,77,"3,231",0,0,13,5,79,7,66,52,14,53,3.2,4904,certified,NULL
196240,1996,N/A,Documentary,7.6,N/A,106,0,0,1,1,60,6,5,3,2,70,3.8,90,fresh,NULL
174006,2006,N/A,Short,5.8,N/A,67,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
173604,2006,N/A,"Short, Horror",6.2,N/A,35,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
204291,1950,APPROVED,"Romance, Western",7.3,N/A,"9,491",0,0,1,0,75,6.7,12,9,3,70,3.6,8666,fresh,NULL
173776,1943,APPROVED,Horror,6.2,N/A,"2,833",0,0,0,0,60,5.3,15,9,6,32,3,3328,fresh,NULL
191972,2005,N/A,Fantasy,8.1,N/A,217,0,0,8,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
173360,1987,X,"Horror, Thriller",6.5,N/A,"43,937",0,0,4,1,74,6,34,25,9,67,3.1,303167,fresh,NULL
174930,1991,R,"Crime, Mystery, Thriller",6.5,N/A,"5,856",0,0,1,0,31,5,13,4,9,57,3.1,4321,rotten,NULL
173104,1977,N/A,"Action, Drama, Fantasy",6.3,N/A,211,0,0,0,0,N/A,N/A,N/A,N/A,N/A,64,3.5,77,N/A,NULL
173390,1977,R,"Drama, Horror, Romance",3.9,N/A,716,0,0,0,0,N/A,N/A,N/A,N/A,N/A,45,2.6,102,N/A,NULL
191077,1994,R,"Drama, Fantasy, Horror",7.6,59,221636,2,0,18,20,61,5.9,51,31,20,86,3.7,445687,fresh,NULL
173442,1986,PG-13,"Comedy, Drama, Romance",6.7,57,"48,482",0,0,1,1,79,6.3,43,34,9,82,3.5,212604,certified,NULL
174618,1990,R,"Crime, Drama",7.6,60,234718,7,0,12,4,67,6.4,57,38,19,78,3.7,303981,fresh,NULL
182978,1990,PG-13,"Comedy, Drama, Romance",7.4,N/A,"6,580",1,0,4,7,90,7.7,31,28,3,84,3.9,5109,fresh,NULL
173224,2009,N/A,"Drama, Romance",6.6,N/A,"1,138",0,0,1,1,N/A,N/A,N/A,N/A,N/A,52,3.3,115,N/A,NULL
180451,2006,N/A,Drama,6.1,N/A,47,0,0,1,1,N/A,N/A,N/A,N/A,N/A,60,3.3,215,N/A,NULL
201696,1980,R,"Action, Comedy, Crime",8,N/A,130716,0,0,1,1,87,7.1,52,45,7,93,3.7,254469,certified,NULL
172148,2007,PG-13,"Comedy, Drama, Romance",5.6,N/A,"6,142",0,0,0,0,50,6.1,8,4,4,30,2.8,5727,rotten,NULL
174414,2005,N/A,"Short, Horror",5.9,N/A,15,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NULL
174278,1991,R,"Horror, Thriller",5.7,N/A,"2,713",0,0,1,0,40,5.6,5,2,3,37,2.9,1143,rotten,NULL
180852,2010,N/A,"Short, Comedy, Drama",8.2,N/A,72,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,0,1,N/A,NULL
188061,2009,NOT RATED,"Horror, Thriller",6.7,54,"19,647",0,0,9,1,82,6.6,79,65,14,69,3.5,6710,certified,NULL
174058,1987,R,Horror,5.7,N/A,"5,140",0,0,1,2,50,5.8,12,6,6,50,3,5791,rotten,NULL
173654,2000,R,"Comedy, Drama",6.6,52,"5,051",0,0,4,3,26,4.6,35,9,26,72,3.6,6058,rotten,NULL
197084,1990,R,"Action, Crime, Fantasy",6.4,65,"44,656",0,0,6,2,83,6.8,58,48,10,58,3,52465,certified,NULL
173380,1957,PASSED,"Action, Adventure, Fantasy",2.7,N/A,892,0,0,0,0,N/A,N/A,N/A,N/A,N/A,6,2.2,288,N/A,NULL
173687,1990,R,"Action, Adventure, Crime",5.8,N/A,"13,911",0,0,0,0,22,3.2,9,2,7,51,2.9,19430,rotten,NULL
